Moscow   2009 : 46 (15 February)
  00:02	      N/A    Auto
  00:17	    2.150    Auto
  00:32	    2.100    Auto
  00:47	    2.125    Auto
  01:02	    2.200    Auto
  01:17	    2.125    Auto
  01:32	    2.050    Auto
  01:47	    1.950    Auto
  02:02	    1.750    Auto
  02:17	      N/A    Auto
  02:32	      N/A    Auto
  02:47	      N/A    Auto
  03:02	      N/A    Auto
  03:17	      N/A    Auto
  03:32	      N/A    Auto
  03:47	      N/A    Auto
  04:02	      N/A    Auto
  04:17	      N/A    Auto
  04:32	    2.425    Auto
  04:47	    3.100    Auto
  05:02	    3.750    Auto
  05:17	    4.000    Auto
  05:32	    4.275    Auto
  05:47	    4.757    Auto
  06:02	    5.163    Auto
  06:17	    5.575    Auto
  06:32	      N/A    Auto
  06:47	    6.450    Auto
  07:02	    6.025    Auto
  07:17	    6.313    Auto
  07:32	    5.856    Auto
  07:47	    6.200    Auto
  08:02	    5.775    Auto
  08:17	    5.475    Auto
  08:32	    5.575    Auto
  08:47	    5.425    Auto
  09:02	    5.425    Auto
  09:17	    5.225    Auto
  09:32	    5.225    Auto
  09:47	    5.175    Auto
  10:02	    4.825    Auto
  10:17	    5.075    Auto
  10:32	    5.900    Auto
  10:47	    6.063    Auto
  11:02	    5.925    Auto
  11:17	    5.713    Auto
  11:32	    5.275    Auto
  11:47	    5.350    Auto
  12:02	    5.425    Auto
  12:17	    5.125    Auto
  12:32	    5.075    Auto
  12:47	    4.875    Auto
  13:02	    4.675    Auto
  13:17	    4.875    Auto
  13:32	    4.925    Auto
  13:47	    5.125    Auto
  14:02	    5.000    Auto
  14:17	    4.825    Auto
  14:32	    4.612    Auto
  14:47	    4.125    Auto
  15:02	    3.700    Auto
  15:17	    3.300    Auto
  15:32	    3.300    Auto
  15:47	    3.200    Auto
  16:02	    2.950    Auto
  16:17	    2.850    Auto
  16:32	    2.750    Auto
  16:47	    2.550    Auto
  17:02	    2.525    Auto
  17:17	    2.525    Auto
  17:32	    2.300    Auto
  17:47	    2.225    Auto
  18:02	    2.125    Auto
  18:17	    2.100    Auto
  18:32	    2.150    Auto
  18:47	    2.175    Auto
  19:02	    2.200    Auto
  19:17	    2.200    Auto
  19:32	    2.200    Auto
  19:47	    2.125    Auto
  20:02	    2.175    Auto
  20:17	    2.125    Auto
  20:32	    2.000    Auto
  20:47	    2.075    Auto
  21:02	    2.075    Auto
  21:17	    1.975    Auto
  21:32	    1.925    Auto
  21:47	    1.975    Auto
  22:02	    1.975    Auto
  22:17	    2.025    Auto
  22:32	    2.175    Auto
  22:47	    2.150    Auto
  23:02	    2.150    Auto
  23:17	    2.200    Auto
  23:32	      N/A    Auto
  23:47	    2.250    Auto
