Moscow   2009 : 21 (21 January)
  00:02	      N/A    Auto
  00:07	      N/A    Auto
  00:12	    2.475    Auto
  00:17	    2.575    Auto
  00:22	    2.375    Auto
  00:27	    2.050    Auto
  00:32	    2.550    Auto
  00:37	      N/A    Auto
  00:42	    2.000    Auto
  00:47	    2.550    Auto
  00:52	      N/A    Auto
  00:57	    2.275    Auto
  01:02	      N/A    Auto
  01:07	      N/A    Auto
  01:12	      N/A    Auto
  01:17	    2.825    Auto
  01:22	    2.650    Auto
  01:27	    2.175    Auto
  01:32	    2.275    Auto
  01:37	      N/A    Auto
  01:42	      N/A    Auto
  01:47	      N/A    Auto
  01:52	      N/A    Auto
  01:57	    2.125    Auto
  02:02	    2.650    Auto
  02:07	    2.650    Auto
  02:12	      N/A    Auto
  02:17	    2.850    Auto
  02:22	      N/A    Auto
  02:27	    2.275    Auto
  02:32	    2.275    Auto
  02:37	    2.250    Auto
  02:42	    2.325    Auto
  02:47	    2.100    Auto
  02:52	    2.150    Auto
  02:57	    2.275    Auto
  03:02	    2.275    Auto
  03:07	      N/A    Auto
  03:12	    2.150    Auto
  03:17	    2.150    Auto
  03:22	    2.275    Auto
  03:27	    2.100    Auto
  03:32	    2.150    Auto
  03:37	    2.125    Auto
  03:42	    2.300    Auto
  03:47	      N/A    Auto
  03:52	    2.175    Auto
  03:57	    2.175    Auto
  04:02	    2.275    Auto
  04:07	    2.375    Auto
  04:12	      N/A    Auto
  04:17	    2.325    Auto
  04:22	    2.350    Auto
  04:27	      N/A    Auto
  04:32	    2.375    Auto
  04:37	    2.175    Auto
  04:42	    2.200    Auto
  04:47	    2.225    Auto
  04:52	    2.400    Auto
  04:57	    2.275    Auto
  05:02	    2.500    Auto
  05:17	    2.800    Auto
  05:32	    3.050    Auto
  05:47	    3.550    Auto
  06:02	    3.800    Auto
  06:17	    4.100    Auto
  06:32	      N/A    Auto
  06:47	    4.275    Auto
  07:02	    4.225    Auto
  07:17	    4.400    Auto
  07:32	    4.725    Auto
  07:47	    4.375    Auto
  08:02	    4.475    Auto
  08:17	    4.200    Auto
  08:32	    4.325    Auto
  08:47	    4.307    Auto
  09:02	    4.275    Auto
  09:17	    4.475    Auto
  09:32	    4.400    Auto
  09:47	    4.475    Auto
  10:02	    4.350    Auto
  10:17	    4.550    Auto
  10:32	    4.550    Auto
  10:47	    4.975    Auto
  11:02	      N/A    Auto
  11:17	    4.725    Auto
  11:32	    4.725    Auto
  11:47	      N/A    Auto
  12:02	    4.050    Auto
  12:17	    3.950    Auto
  12:32	      N/A    Auto
  12:47	    3.725    Auto
  13:02	    3.750    Auto
  13:17	    3.975    Auto
  13:32	    3.950    Auto
  13:47	    3.600    Auto
  14:02	    3.300    Auto
  14:17	    3.400    Auto
  14:32	    3.000    Auto
  14:47	    2.650    Auto
  15:02	      N/A    Auto
  15:17	    2.400    Auto
  15:32	    2.250    Auto
  15:47	    2.175    Auto
  16:02	    2.175    Auto
  16:17	    1.800    Auto
  16:32	    2.150    Auto
  16:47	    1.950    Auto
  17:02	    2.000    Auto
  17:17	    2.150    Auto
  17:32	    2.150    Auto
  17:47	    2.250    Auto
  18:02	    2.475    Auto
  18:17	    2.550    Auto
  18:32	    2.600    Auto
  18:47	    2.800    Auto
  19:02	    2.575    Auto
  19:17	    2.750    Auto
  19:32	    2.725    Auto
  19:47	    2.650    Auto
  20:02	    2.650    Auto
  20:17	    2.675    Auto
  20:32	    2.800    Auto
  20:47	    2.700    Auto
  21:02	    2.850    Auto
  21:07	    2.700    Auto
  21:12	    2.700    Auto
  21:17	      N/A    Auto
  21:22	    2.975    Auto
  21:27	    2.925    Auto
  21:32	    2.900    Auto
  21:37	    2.575    Auto
  21:42	    2.975    Auto
  21:47	    2.925    Auto
  21:52	      N/A    Auto
  21:57	    2.725    Auto
  22:02	    2.550    Auto
  22:07	      N/A    Auto
  22:12	    2.725    Auto
  22:17	    2.725    Auto
  22:22	    2.750    Auto
  22:27	    2.900    Auto
  22:32	    2.750    Auto
  22:37	    2.750    Auto
  22:42	    2.850    Auto
  22:47	    2.725    Auto
  22:52	    2.775    Auto
  22:57	    2.750    Auto
  23:02	    2.725    Auto
  23:07	    2.725    Auto
  23:12	    2.775    Auto
  23:17	    2.750    Auto
  23:22	    2.725    Auto
  23:27	    2.725    Auto
  23:32	    2.950    Auto
  23:37	    2.875    Auto
  23:42	    2.850    Auto
  23:47	    2.750    Auto
  23:52	    2.750    Auto
  23:57	    2.950    Auto
